price,isOneOwner,mileage,year,displacement,trim
8.288,0,129.131,2000,4.3,4.0
6.995,0,97.726,2001,4.3,4.0
46.9,0,45.922,2010,5.5,7.0
49.995,0,42.447,2013,3.5,2.0
39.0,1,36.325,2010,5.5,7.0
6.89,0,182.735,2003,4.3,4.0
26.5,0,93.847,2008,5.5,7.0
19.995,0,115.75,2007,5.5,7.0
42.995,0,27.647,2011,5.5,7.0
48.995,0,33.955,2011,5.5,7.0
35.993,0,65.114,2008,5.5,7.0
13.895,0,102.919,2006,3.7,1.0
42.995,1,14.408,2012,4.6,7.0
8.99,0,104.222,2001,5.4,6.0
16.495,0,75.012,2006,5.0,5.0
49.9,0,29.64,2010,5.5,7.0
24.995,0,104.861,2008,5.5,7.0
46.397,0,38.846,2010,5.5,7.0
12.0,0,111.828,2002,5.0,5.0
10.8,0,68.225,2000,5.0,5.0
59.995,0,16.0,2013,4.6,7.0
26.99,0,59.724,2008,5.5,7.0
42.888,0,51.986,2010,5.5,7.0
7.99,0,85.071,2001,5.0,5.0
36.991,1,41.301,2009,5.5,7.0
44.98,1,24.746,2007,5.5,8.0
38.995,0,43.561,2010,5.5,7.0
71.994,0,17.393,2013,4.6,7.0
45.145,0,48.976,2010,5.5,7.0
9.888,0,165.87,2006,4.3,4.0
5.495,0,97.6,1997,4.2,3.0
23.992,0,34.857,2006,5.5,8.0
46.995,1,25.762,2012,4.6,7.0
5.9,0,79.754,2001,5.0,5.0
9.995,0,78.024,2002,4.3,4.0
39.995,0,29.16,2010,3.5,2.0
11.995,0,112.184,2002,5.4,6.0
37.995,0,52.925,2010,5.5,7.0
42.888,0,71.607,2008,6.3,9.0
69.988,1,26.534,2012,4.6,7.0
47.885,0,42.15,2008,6.3,9.0
2.9,0,312.831,1995,3.2,0.0
48.981,0,31.804,2010,5.5,7.0
48.975,0,31.75,2011,5.5,7.0
5.99,0,179.202,2002,4.3,4.0
45.991,0,43.589,2012,4.6,7.0
24.999,0,96.946,2007,5.5,7.0
8.748,0,102.9,2000,4.3,4.0
48.995,1,24.626,2012,4.6,7.0
52.991,1,38.418,2011,5.5,7.0
8.95,0,97.731,2003,5.0,5.0
39.95,0,56.609,2008,6.3,9.0
37.998,0,74.526,2010,5.5,7.0
24.795,0,98.03,2007,5.5,7.0
46.917,0,28.234,2013,4.6,7.0
14.877,0,94.031,2005,5.5,8.0
3.995,0,187.271,2001,4.3,4.0
12.989,0,119.582,2006,4.3,4.0
64.9,0,12.135,2012,4.6,7.0
59.95,0,31.662,2010,5.5,8.0
56.796,1,30.007,2009,6.3,9.0
10.979,0,89.801,2002,4.3,4.0
7.9,0,204.091,2001,5.0,5.0
1.8,0,142.459,2000,4.3,4.0
64.0,0,53.5,2011,5.5,9.0
9.25,0,121.5,2000,5.0,5.0
59.999,0,31.802,2013,4.6,7.0
36.94,0,39.247,2008,5.5,7.0
56.969,0,29.999,2011,5.5,7.0
21.888,0,80.064,2007,5.5,7.0
8.999,0,150.454,2001,4.3,4.0
5.995,0,163.027,1995,6.0,8.0
7.999,0,128.897,2000,4.3,4.0
57.771,0,45.751,2011,5.5,7.0
13.995,0,89.319,2005,4.3,4.0
3.999,0,139.786,2001,5.0,5.0
23.985,1,78.305,2007,5.5,7.0
32.899,0,65.368,2010,3.5,2.0
16.888,0,182.952,2008,5.5,7.0
44.9,1,37.209,2012,4.6,7.0
9.999,0,88.0,2002,5.0,5.0
6.99,0,96.38,2002,4.3,4.0
18.595,0,45.245,2006,5.0,5.0
42.75,1,75.54,2009,6.3,9.0
40.99,1,57.956,2011,5.5,7.0
29.995,0,46.637,2009,5.5,7.0
49.999,1,29.041,2013,4.6,7.0
29.999,0,69.892,2007,5.5,7.0
8.499,0,119.906,2000,5.0,5.0
14.55,0,145.5,1997,5.0,5.0
30.998,0,64.5,2007,5.5,7.0
11.995,0,131.133,2002,4.3,4.0
7.995,0,142.198,2004,4.3,4.0
29.999,0,50.351,2008,5.5,7.0
44.99,0,44.021,2008,5.5,8.0
12.495,0,69.972,2004,4.3,4.0
9.995,0,75.9,2003,5.0,5.0
27.595,0,75.252,2008,5.5,7.0
7.995,0,157.631,2003,4.3,4.0
28.977,0,59.376,2007,5.5,7.0
29.98,0,63.046,2008,5.5,7.0
10.9,0,125.803,2003,5.0,5.0
39.6,0,25.977,2009,5.5,7.0
12.9,0,104.607,2002,4.3,4.0
68.9,1,11.176,2012,4.6,7.0
28.995,0,75.0,2007,5.5,7.0
21.998,0,50.748,2005,5.5,8.0
26.9,0,62.2,2007,5.5,7.0
4.995,0,134.0,1997,3.2,0.0
10.988,0,105.985,2004,5.0,5.0
24.999,0,94.985,2008,5.5,7.0
28.995,0,69.525,2008,5.5,7.0
47.995,0,32.9,2010,5.5,7.0
43.995,1,32.206,2010,5.5,7.0
7.995,0,128.0,2002,4.3,4.0
24.988,0,63.759,2007,5.5,7.0
11.9,0,79.551,2003,4.3,4.0
18.995,0,74.683,2004,5.4,6.0
20.99,0,100.665,2008,5.5,7.0
9.995,0,111.148,2002,5.0,5.0
63.85,0,30.592,2013,4.6,7.0
15.95,0,31.741,2002,5.8,8.0
48.888,0,30.59,2012,4.6,7.0
24.0,0,26.944,2003,5.5,8.0
59.995,0,21.532,2013,4.6,7.0
10.924,0,152.208,2002,5.4,6.0
14.995,0,90.12,2006,4.3,4.0
9.995,0,96.03,2004,4.3,4.0
34.9,0,63.209,2009,5.5,7.0
3.995,0,89.0,1998,4.2,3.0
50.49,0,47.049,2011,5.5,7.0
29.9,1,74.828,2007,5.5,7.0
8.995,0,87.29,2002,5.0,5.0
10.991,0,106.823,2003,4.3,4.0
40.8,0,33.9,2010,3.5,2.0
53.0,0,35.44,2010,5.5,7.0
39.985,0,25.539,2010,3.5,2.0
47.995,0,49.287,2010,5.5,7.0
3.991,0,130.462,1995,3.2,0.0
29.888,0,73.791,2008,5.5,7.0
32.777,0,45.798,2008,5.5,7.0
59.991,1,20.674,2012,4.6,7.0
9.98,0,114.7,2005,4.3,4.0
7.995,0,88.315,2001,5.8,8.0
29.885,1,78.294,2007,5.5,7.0
11.995,0,72.958,2003,5.0,5.0
49.998,0,24.798,2011,5.5,7.0
34.995,0,81.6,2012,3.0,1.0
8.999,0,115.369,2003,5.0,5.0
44.995,1,71.111,2011,5.5,7.0
64.9,0,20.055,2012,3.0,1.0
12.0,0,91.3,2007,5.5,7.0
51.89,1,26.909,2013,4.6,7.0
45.999,0,33.754,2011,5.5,7.0
3.3,0,161.324,1997,5.0,5.0
54.995,0,22.848,2012,4.6,7.0
10.899,0,119.442,2004,5.0,5.0
56.98,1,38.904,2012,4.6,7.0
25.99,0,75.794,2007,5.5,7.0
69.81,0,11.265,2013,4.6,7.0
43.994,0,58.458,2010,5.5,7.0
54.995,0,12.629,2012,4.6,7.0
16.759,0,103.368,2006,5.0,5.0
36.95,0,77.734,2008,5.5,8.0
52.95,0,39.062,2011,5.5,7.0
57.991,0,18.227,2011,5.5,7.0
36.99,0,44.054,2009,5.5,7.0
5.9,0,136.744,2000,5.0,5.0
15.99,0,74.948,2003,5.4,6.0
9.77,0,132.047,2003,4.3,4.0
37.99,1,53.531,2010,5.5,7.0
10.0,0,111.167,2003,4.3,4.0
32.9,0,62.016,2007,5.5,7.0
14.999,0,84.787,2002,5.8,8.0
72.991,0,20.463,2013,4.6,7.0
28.357,1,47.815,2007,5.5,7.0
13.99,0,60.348,2002,4.3,4.0
3.4,0,223.823,1996,4.2,3.0
52.876,1,35.718,2012,4.6,7.0
28.488,0,73.316,2008,5.5,7.0
36.995,0,60.897,2009,5.5,7.0
13.995,0,83.336,2005,5.0,5.0
48.995,0,41.176,2010,5.5,7.0
5.595,0,87.673,1995,3.2,0.0
4.999,0,140.0,1996,5.0,5.0
54.5,0,27.725,2013,4.6,7.0
7.5,0,106.736,2000,5.0,5.0
54.991,0,21.432,2012,4.6,7.0
11.399,0,141.677,2004,5.5,8.0
15.995,0,73.002,2006,3.7,1.0
27.888,0,81.148,2007,5.5,7.0
28.995,0,82.472,2008,5.5,7.0
21.999,0,97.568,2007,5.5,7.0
45.8,0,78.303,2008,6.0,10.0
73.977,0,13.884,2013,4.6,7.0
59.995,1,25.424,2013,4.6,7.0
5.999,0,247.084,2004,4.3,4.0
59.9,0,29.822,2011,5.5,7.0
39.9,1,72.163,2011,5.5,7.0
30.747,0,33.144,2007,5.5,7.0
15.999,0,52.093,2004,5.0,5.0
18.998,0,89.511,2007,5.5,7.0
21.995,0,116.262,2007,5.5,7.0
35.8,0,44.438,2008,5.5,7.0
17.9,0,106.4,2007,5.5,7.0
4.99,0,114.646,1999,4.2,3.0
9.295,0,174.799,2000,5.0,5.0
38.995,1,55.992,2010,5.5,7.0
21.991,0,114.967,2007,5.5,7.0
28.9,0,155.54,2007,5.5,7.0
45.0,1,45.44,2010,5.5,7.0
41.557,0,70.333,2011,5.5,7.0
25.999,0,39.926,2007,5.5,7.0
35.993,0,49.669,2009,5.5,7.0
20.0,0,110.543,2007,5.5,7.0
49.999,0,38.866,2013,4.6,7.0
30.45,1,68.237,2008,5.5,7.0
32.85,0,70.494,2009,5.5,7.0
51.888,0,27.19,2010,5.5,7.0
52.855,0,60.028,2009,6.3,9.0
2.8,0,59.69,2002,4.3,4.0
32.995,0,89.239,2007,5.5,7.0
5.99,0,219.058,1999,3.2,0.0
29.9,0,57.535,2007,5.5,7.0
39.991,1,41.767,2007,5.5,8.0
31.0,0,86.0,2007,5.5,7.0
28.0,0,73.198,2008,5.5,7.0
9.995,0,107.94,2002,5.0,5.0
8.998,0,62.003,2003,4.3,4.0
15.137,0,46.177,2001,5.8,8.0
47.988,1,35.407,2012,4.6,7.0
53.988,0,36.228,2012,4.6,7.0
29.995,1,48.417,2007,5.5,7.0
17.99,0,142.496,2007,5.5,7.0
35.992,0,58.004,2009,5.5,7.0
8.9,0,86.856,2000,5.0,5.0
35.991,0,16.803,2009,5.5,7.0
22.995,0,108.85,2007,5.5,7.0
15.495,0,75.005,2005,5.5,8.0
33.8,0,103.667,2008,5.5,7.0
39.85,1,36.747,2008,5.5,7.0
5.684,0,12.83,1996,5.0,5.0
35.992,1,49.222,2011,5.5,7.0
14.0,0,68.532,2003,5.0,5.0
19.995,0,171.34,2008,5.5,7.0
5.999,0,109.588,2003,5.0,5.0
12.888,0,71.116,1994,6.0,8.0
36.5,0,49.982,2008,5.5,7.0
49.991,0,22.206,2010,5.5,7.0
23.999,0,78.27,2005,5.5,8.0
9.991,0,79.435,2001,4.3,4.0
56.995,1,19.969,2012,4.6,7.0
76.995,1,23.334,2013,4.6,7.0
24.777,0,88.965,2006,5.0,5.0
17.995,0,56.696,2005,4.3,4.0
41.988,0,14.537,2010,5.5,7.0
32.495,0,75.068,2008,5.5,7.0
13.999,0,96.438,2006,4.3,4.0
9.995,0,82.65,2002,5.4,6.0
35.995,0,70.486,2008,5.5,7.0
38.5,0,33.602,2009,5.5,7.0
47.991,0,45.32,2008,6.3,9.0
54.989,0,26.92,2012,4.6,7.0
7.99,0,125.0,1997,4.2,3.0
31.988,0,85.592,2009,5.5,7.0
36.998,0,53.526,2010,5.5,7.0
27.998,1,83.3,2007,5.5,7.0
25.977,0,77.299,2008,5.5,7.0
30.981,0,74.525,2008,5.5,7.0
6.9,0,158.841,2000,4.3,4.0
32.241,1,52.211,2008,5.5,7.0
27.594,0,91.444,2008,5.5,7.0
18.999,0,140.83,2007,5.5,7.0
59.996,0,11.872,2013,4.6,7.0
38.9,0,38.001,2009,5.5,7.0
32.0,0,52.299,2007,5.5,7.0
31.495,0,65.038,2007,5.5,7.0
29.977,0,67.161,2008,5.5,7.0
7.9,0,111.582,2002,4.3,4.0
2.995,0,155.123,2000,5.0,5.0
39.988,0,50.636,2011,5.5,7.0
10.995,0,150.634,2004,5.0,5.0
6.877,0,94.339,1999,5.0,5.0
27.9,0,54.93,2007,5.5,7.0
17.224,0,59.356,2002,5.4,6.0
16.073,0,84.883,2003,5.5,8.0
52.994,1,48.79,2011,5.5,7.0
37.824,0,57.108,2009,5.5,7.0
28.775,0,108.102,2008,5.5,7.0
29.869,0,69.151,2007,5.5,7.0
34.471,0,53.152,2007,5.5,8.0
59.85,0,26.939,2013,4.6,7.0
14.0,0,103.157,2006,4.3,4.0
11.988,0,118.48,2006,4.3,4.0
8.995,0,113.237,2003,5.0,5.0
3.0,0,167.673,1999,4.2,3.0
52.991,1,54.621,2012,4.6,7.0
47.995,1,37.837,2012,4.6,7.0
44.981,0,74.112,2012,4.6,7.0
32.786,0,51.263,2007,5.5,7.0
72.875,0,6.129,2013,4.6,7.0
10.977,0,124.235,2003,5.0,5.0
12.8,0,140.483,2000,5.0,5.0
25.999,1,74.887,2007,5.5,7.0
55.777,0,50.692,2008,5.5,7.0
38.888,0,28.56,2008,5.5,7.0
42.499,0,31.304,2010,5.5,7.0
53.991,1,50.561,2011,5.5,7.0
7.995,0,91.0,2001,4.3,4.0
44.9,1,39.2,2010,5.5,7.0
24.5,0,101.2,2007,5.5,7.0
33.995,0,79.028,2009,5.5,7.0
8.995,0,209.246,2005,5.4,6.0
34.0,0,60.954,2009,5.5,7.0
47.981,0,13.737,2011,5.5,7.0
37.9,1,67.945,2008,5.5,7.0
48.999,1,37.32,2013,4.6,7.0
10.5,0,97.75,2001,5.8,8.0
55.986,1,25.667,2011,5.5,7.0
13.99,0,61.011,2003,4.3,4.0
11.995,0,107.596,2002,4.3,4.0
29.95,0,84.145,2007,5.5,7.0
13.988,0,96.258,2003,5.5,8.0
10.0,0,137.142,2004,5.0,5.0
12.994,0,108.838,2004,5.4,6.0
34.991,0,29.002,2008,5.5,7.0
25.9,0,67.0,2007,5.5,7.0
43.995,0,93.766,2009,6.3,9.0
49.999,1,36.927,2013,4.6,7.0
5.995,0,144.477,1995,5.0,5.0
58.25,1,36.395,2012,4.6,7.0
6.488,0,136.582,2000,5.0,5.0
26.9,0,99.064,2007,5.5,7.0
31.995,0,61.3,2007,5.5,7.0
59.95,1,88.015,2007,6.0,10.0
17.495,0,60.283,2005,5.0,5.0
55.999,1,30.428,2013,4.6,7.0
19.95,0,67.95,2004,5.4,6.0
38.9,0,36.998,2008,5.5,7.0
5.995,0,153.679,2000,4.3,4.0
35.999,0,40.547,2008,5.5,7.0
19.8,0,98.698,2007,5.5,7.0
6.995,0,122.0,2004,4.3,4.0
47.995,0,56.794,2011,5.5,7.0
43.8,0,49.494,2008,6.3,9.0
33.99,0,37.589,2009,5.5,7.0
25.995,0,142.123,2008,5.5,7.0
67.995,1,28.966,2012,4.6,7.0
10.95,0,55.301,2002,4.3,4.0
51.9,0,36.854,2012,4.6,7.0
12.9,0,117.683,2006,3.7,1.0
7.995,0,74.947,2000,4.3,4.0
20.688,0,26.2,2005,5.0,5.0
37.0,0,54.022,2008,5.5,7.0
29.995,0,78.307,2007,5.5,7.0
43.75,1,43.168,2011,5.5,7.0
5.995,0,141.404,2000,4.3,4.0
49.99,0,48.127,2010,5.5,7.0
28.975,0,71.585,2008,5.5,7.0
29.9,0,88.201,2007,5.5,7.0
23.995,0,87.981,2007,5.5,7.0
52.999,1,20.101,2011,5.5,7.0
11.995,0,115.2,2003,5.0,5.0
53.49,0,44.421,2011,5.5,7.0
11.999,0,106.0,2006,4.3,4.0
31.999,0,63.573,2009,5.5,7.0
41.999,0,36.744,2010,5.5,7.0
13.99,0,37.544,2002,4.3,4.0
31.95,0,55.0,2007,5.5,7.0
23.888,0,88.121,2006,5.0,5.0
49.991,1,40.785,2010,5.5,7.0
65.991,1,16.43,2013,4.6,7.0
34.981,0,11.463,2007,5.5,7.0
12.999,0,99.82,2005,4.3,4.0
35.991,0,42.54,2008,5.5,7.0
3.995,0,149.001,1997,3.2,0.0
57.999,1,48.01,2010,6.3,9.0
44.0,1,28.996,2011,5.5,7.0
46.995,0,32.65,2011,5.5,7.0
31.991,0,77.085,2009,5.5,7.0
45.495,0,47.228,2012,4.6,7.0
41.999,0,34.905,2011,5.5,7.0
16.995,0,43.011,2003,4.3,4.0
24.999,0,86.81,2008,5.5,7.0
9.795,0,74.248,2001,5.0,5.0
12.95,0,81.5,2003,4.3,4.0
8.499,0,93.525,2003,4.3,4.0
26.992,0,73.294,2007,5.5,7.0
44.777,1,67.604,2007,6.0,10.0
16.9,1,23.711,2000,5.0,5.0
9.9,0,100.515,2001,5.0,5.0
27.981,0,91.077,2008,5.5,7.0
50.995,0,63.611,2012,4.6,7.0
13.9,0,109.49,2004,5.4,6.0
7.492,0,95.983,2001,5.0,5.0
12.995,0,103.8,2005,5.0,5.0
49.894,0,28.0,2012,4.6,7.0
25.995,0,113.332,2008,5.5,7.0
49.99,0,27.856,2012,4.6,7.0
67.99,0,15.245,2013,4.6,7.0
9.8,0,141.109,2005,5.0,5.0
33.99,0,80.824,2009,5.5,7.0
39.999,1,15.591,2010,5.5,7.0
44.95,0,17.383,2012,3.5,2.0
36.991,0,60.116,2008,5.5,7.0
11.5,0,123.658,2006,5.0,5.0
27.999,0,66.899,2008,5.5,7.0
25.995,0,62.05,2007,5.5,7.0
31.985,0,52.41,2008,5.5,7.0
47.215,0,43.224,2011,5.5,7.0
31.884,0,47.394,2008,5.5,7.0
5.444,0,190.54,2000,5.0,5.0
13.95,0,58.896,2003,4.3,4.0
23.988,0,91.404,2007,5.5,7.0
50.988,0,48.141,2012,4.6,7.0
27.81,0,75.032,2007,5.5,7.0
5.95,0,99.832,2001,4.3,4.0
29.9,0,65.246,2007,5.5,7.0
7.85,0,191.013,1999,3.2,0.0
5.995,0,133.097,1997,4.2,3.0
52.95,1,35.185,2010,5.5,7.0
38.995,1,36.749,2010,3.5,2.0
38.888,1,66.689,2010,5.5,7.0
61.99,1,8.804,2013,4.6,7.0
59.5,0,17.211,2012,4.6,7.0
14.985,0,126.721,2003,5.4,6.0
53.8,0,52.519,2010,5.5,7.0
24.995,0,48.562,2007,5.5,7.0
29.99,0,85.972,2008,5.5,7.0
10.999,0,93.066,2006,4.3,4.0
41.4,0,56.514,2012,4.6,7.0
9.995,1,97.24,2002,4.3,4.0
20.995,0,101.706,2007,5.5,7.0
51.995,0,34.916,2010,5.5,7.0
24.995,0,110.061,2008,5.5,7.0
65.0,0,17.853,2013,4.6,7.0
23.777,0,72.728,2007,5.5,7.0
29.995,0,67.532,2007,5.5,7.0
31.995,0,48.372,2007,5.5,7.0
9.995,0,102.574,2001,5.0,5.0
11.995,0,74.408,2003,5.0,5.0
16.89,0,72.349,2004,5.5,8.0
35.999,0,97.048,2008,6.3,9.0
24.988,0,97.888,2006,5.0,5.0
13.995,0,60.153,2003,4.3,4.0
24.854,1,86.899,2007,5.5,7.0
9.999,0,103.254,2001,5.8,8.0
11.995,0,95.478,2006,4.3,4.0
46.488,0,62.272,2009,6.3,9.0
10.995,0,38.506,2002,5.0,5.0
28.9,0,102.67,2008,5.5,7.0
47.995,0,34.169,2011,5.5,7.0
52.999,0,20.417,2013,4.6,7.0
18.895,0,37.17,2006,4.3,4.0
29.454,0,69.554,2008,5.5,7.0
28.995,0,74.759,2008,5.5,7.0
33.872,0,34.14,2008,5.5,7.0
74.895,0,28.414,2008,6.0,10.0
36.989,1,55.388,2009,5.5,7.0
34.0,0,61.304,2008,5.5,7.0
25.655,0,89.283,2007,5.5,7.0
43.495,0,36.921,2012,4.6,7.0
19.999,0,132.917,2007,5.5,7.0
52.793,0,39.44,2009,6.3,9.0
64.995,1,23.088,2012,4.6,7.0
52.8,0,5.954,2012,4.6,7.0
6.5,0,161.501,2002,4.3,4.0
27.991,0,100.776,2009,5.5,7.0
64.995,0,33.768,2011,5.5,7.0
9.8,0,131.14,2004,4.3,4.0
34.995,0,36.628,2008,5.5,7.0
13.995,0,118.726,2004,5.0,5.0
12.995,0,98.549,2004,5.0,5.0
45.995,0,59.134,2011,5.5,7.0
13.988,0,95.542,2005,4.3,4.0
55.791,1,15.713,2012,4.6,7.0
21.991,1,23.436,2005,4.3,4.0
27.999,0,68.14,2007,5.5,7.0
15.595,0,67.7,2003,5.5,8.0
9.991,0,57.053,2001,4.3,4.0
33.0,1,81.384,2009,5.5,7.0
23.888,0,120.4,2008,5.5,7.0
53.995,0,11.302,2011,5.5,7.0
19.995,0,140.774,2007,5.5,7.0
54.495,1,25.897,2011,5.5,7.0
2.5,0,150.984,2002,4.3,4.0
12.995,0,55.665,2003,4.3,4.0
28.976,0,55.978,2007,5.5,7.0
49.9,0,25.031,2011,5.5,7.0
4.995,0,183.421,2001,4.3,4.0
28.995,0,49.944,2008,5.5,7.0
5.495,0,154.738,2000,5.0,5.0
44.988,0,32.879,2010,5.5,7.0
4.991,0,216.457,2003,4.3,4.0
24.65,0,92.496,2008,5.5,7.0
28.995,0,65.992,2006,6.0,10.0
39.995,0,42.3,2007,5.5,7.0
28.995,0,73.961,2007,5.5,7.0
14.995,0,62.0,2001,5.0,5.0
19.888,0,53.028,2006,4.3,4.0
7.5,0,144.0,2003,4.3,4.0
7.5,0,99.957,2003,5.5,8.0
64.895,1,33.891,2012,4.6,7.0
4.995,1,138.518,1997,3.2,0.0
44.991,0,38.974,2012,4.6,7.0
31.0,0,67.574,2007,5.5,7.0
2.9,0,226.7,1999,3.2,0.0
49.995,0,22.856,2012,4.6,7.0
9.99,0,126.198,2001,5.0,5.0
44.995,0,28.148,2010,5.5,7.0
35.995,0,61.215,2010,5.5,7.0
56.991,1,27.691,2012,4.6,7.0
19.5,0,89.332,2006,4.3,4.0
67.85,1,20.015,2011,5.5,9.0
22.995,1,109.342,2007,5.5,7.0
73.988,0,34.362,2011,5.5,9.0
44.999,0,43.63,2011,5.5,7.0
24.998,0,103.835,2007,5.5,7.0
7.999,0,124.32,2002,4.3,4.0
9.995,0,117.1,2003,4.3,4.0
14.163,0,73.03,2005,5.0,5.0
57.88,0,27.458,2012,4.6,7.0
38.5,0,17.05,2010,3.5,2.0
17.981,0,48.463,2004,4.3,4.0
45.995,1,43.543,2012,4.6,7.0
42.995,0,47.325,2010,5.5,7.0
27.9,0,109.727,2008,5.5,7.0
46.995,0,25.784,2012,4.6,7.0
11.95,0,85.643,2004,5.0,5.0
25.85,0,107.427,2008,5.5,7.0
13.7,0,91.536,2006,3.7,1.0
27.599,0,86.975,2008,5.5,7.0
11.481,0,81.875,2004,4.3,4.0
57.99,0,33.572,2011,5.5,7.0
21.793,0,101.547,2007,5.5,7.0
7.995,0,141.86,2004,4.3,4.0
13.29,0,97.791,2006,4.3,4.0
66.888,1,38.275,2010,6.3,9.0
26.995,0,71.734,2007,5.5,7.0
5.395,0,169.576,2000,4.3,4.0
26.399,0,91.507,2007,5.5,7.0
14.5,0,122.806,2004,5.0,5.0
58.991,0,32.229,2008,5.5,7.0
75.9,1,11.802,2013,4.6,7.0
61.997,0,18.883,2013,4.6,7.0
8.985,0,81.335,2001,4.3,4.0
63.8,0,28.942,2011,5.5,7.0
5.5,0,276.132,2000,5.0,5.0
34.991,0,58.238,2009,5.5,7.0
39.991,1,57.445,2008,5.5,7.0
30.99,0,61.111,2007,5.5,7.0
15.995,0,52.849,2002,5.8,8.0
42.995,1,44.693,2011,5.5,7.0
30.437,0,126.379,2010,5.5,7.0
34.995,0,84.557,2010,5.5,7.0
39.999,0,39.274,2011,3.5,2.0
9.88,0,100.8,2001,5.0,5.0
62.999,0,18.205,2013,4.6,7.0
6.955,0,81.12,1999,3.2,0.0
9.999,0,131.282,2003,4.3,4.0
24.995,0,76.476,2007,5.5,7.0
22.5,0,105.619,2007,5.5,7.0
22.995,0,93.1,2007,5.5,7.0
55.991,1,25.813,2012,4.6,7.0
40.998,1,43.602,2010,5.5,7.0
21.98,0,110.994,2007,5.5,7.0
41.95,0,48.9,2010,5.5,7.0
29.993,0,59.949,2009,5.5,7.0
36.959,1,42.645,2011,5.5,7.0
26.995,0,50.621,2008,5.5,7.0
10.995,0,122.875,2002,5.4,6.0
17.881,1,70.61,2005,4.3,4.0
22.796,0,57.909,2006,5.4,6.0
7.999,0,148.753,2000,5.0,5.0
5.49,0,128.366,2000,5.0,5.0
15.8,0,27.4,2007,5.5,7.0
36.95,0,85.802,2012,3.0,1.0
13.999,0,114.575,2005,5.0,5.0
24.995,0,101.236,2007,5.5,7.0
44.988,0,29.017,2009,5.5,7.0
24.993,0,98.293,2008,5.5,7.0
28.998,0,72.509,2008,5.5,7.0
41.917,0,45.607,2012,4.6,7.0
10.9,0,98.894,2001,5.0,5.0
10.958,1,63.118,2003,4.3,4.0
33.9,0,25.874,2007,5.5,7.0
8.1,0,131.121,2002,5.4,6.0
25.995,0,72.331,2008,5.5,7.0
54.995,0,29.64,2013,4.6,7.0
6.745,0,126.568,2001,5.0,5.0
58.788,0,23.658,2012,4.6,7.0
57.995,0,16.66,2012,4.6,7.0
42.999,0,23.562,2012,4.6,7.0
49.989,0,59.08,2011,5.5,7.0
63.995,0,23.361,2013,4.6,7.0
49.9,1,29.237,2013,4.6,7.0
53.777,1,25.744,2012,4.6,7.0
46.446,1,44.374,2010,5.5,7.0
49.995,0,29.019,2011,5.5,7.0
39.995,1,59.65,2009,5.5,7.0
57.995,0,33.554,2012,4.6,7.0
9.992,0,84.836,2005,4.3,4.0
32.995,0,66.153,2009,5.5,7.0
28.89,0,38.902,2007,5.5,7.0
22.995,0,45.592,2006,5.0,5.0
58.95,1,31.597,2013,4.6,7.0
34.995,0,53.493,2010,5.5,7.0
49.99,1,32.354,2011,5.5,7.0
7.495,0,123.106,2000,4.3,4.0
26.995,0,64.884,2008,5.5,7.0
13.995,0,86.921,2004,4.3,4.0
14.991,1,49.365,2004,4.3,4.0
13.9,0,91.0,2003,5.5,8.0
3.1,0,174.645,1997,4.2,3.0
46.989,0,45.527,2010,5.5,7.0
26.995,0,78.678,2007,5.5,7.0
22.9,0,84.4,2007,5.5,7.0
6.5,0,104.287,2000,5.0,5.0
4.49,0,114.078,1997,4.2,3.0
27.999,1,72.545,2008,5.5,7.0
66.899,0,9.72,2013,4.6,7.0
29.417,0,76.191,2009,5.5,7.0
30.988,1,52.866,2009,5.5,7.0
47.995,0,9.593,2010,5.5,7.0
27.999,0,81.383,2008,5.5,7.0
46.986,1,29.266,2011,5.5,7.0
11.499,0,64.539,2000,5.0,5.0
14.991,0,90.287,2004,4.3,4.0
9.5,0,104.239,2003,4.3,4.0
27.56,0,76.697,2008,5.5,7.0
21.98,1,38.389,2004,5.4,6.0
52.999,0,20.464,2013,4.6,7.0
17.995,0,44.777,2005,5.0,5.0
10.995,0,114.233,2002,5.0,5.0
31.986,0,49.433,2007,5.5,7.0
17.995,0,77.163,2006,5.0,5.0
10.989,0,53.688,2002,4.3,4.0
11.995,0,85.858,2003,4.3,4.0
32.98,0,27.199,2007,5.5,7.0
29.0,0,71.366,2008,5.5,7.0
5.7,0,120.084,1995,5.0,5.0
5.991,0,166.461,1997,5.0,5.0
36.919,0,35.882,2008,5.5,7.0
39.6,0,45.663,2011,5.5,7.0
41.999,0,27.367,2012,4.6,7.0
50.0,1,31.223,2012,4.6,7.0
10.491,0,111.098,2002,5.8,8.0
7.499,0,130.649,2005,5.0,5.0
58.89,0,28.759,2013,4.6,7.0
34.85,1,89.146,2011,5.5,7.0
8.995,0,109.256,1995,3.2,0.0
29.9,1,105.0,2011,5.5,7.0
8.99,0,136.723,2003,5.0,5.0
62.884,0,23.866,2013,4.6,7.0
23.999,0,65.403,2004,4.3,4.0
52.99,0,51.163,2010,6.3,9.0
61.999,1,25.475,2012,4.6,7.0
13.995,0,91.132,2003,5.0,5.0
35.995,0,34.326,2009,5.5,7.0
33.991,0,45.402,2009,5.5,7.0
59.994,0,17.57,2008,6.0,10.0
22.988,0,125.755,2007,5.5,7.0
59.995,0,26.1,2012,4.6,7.0
49.995,0,27.613,2011,5.5,7.0
69.95,1,10.729,2012,4.6,7.0
